"куповати","202207206","obtain by purchase; acquire by means of a financial transaction"
"куповина","100081572","the act of buying"
"куповина","100081836","searching for or buying goods or services"
"куповина","113253612","something acquired by purchase"
"куповни","300675228","purchased; not homemade"
"куповни","500000307","related to purchasing"
"Енглез","109701603","a man who is a native or inhabitant of England"
"Србин","500000309","a Serbian man"
"Српкинја","500000311","a Serbian woman"
"Србија","500000313","Serbia"
"Србија","108816969","a historical region in central and northern Yugoslavia; Serbs settled the region in the 6th and 7th centuries"
"Енглескинја","500000315","an English woman"
"Енглеска","108871007","a division of the United Kingdom"
"летовање","500000317","summer vacation"
"летовати","500000319","spend one's summer vacation"
"једанаест","302187379","being one more than ten"
"дванаест","302187465","denoting a quantity consisting of 12 items or units"
"тринаест","302187606","being one more than twelve"
"четрнаест","302187699","being one more than thirteen"
"петнаест","302187793","being one more than fourteen"
"шеснаест","302187903","being one more than fifteen"
"седамнаест","302187995","being one more than sixteen"
"осамнаест","302188108","being one more than seventeen"
"деветнаест","302188205","being one more than eighteen"
"двадесет","302188317","denoting a quantity consisting of 20 items or units"
"одећа","103051540","a covering designed to be worn on a person's body"
"одећа","102728440","clothing in general"
"овај","500000321","this"
"овај","500000323","this one"
"тај","500000521","that; those"
"тај","500000523","that one; those ones"
"онај","500000329","that one there"
"који","500000331","which"
"чији","500000333","whose"
"неки","302267308","quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity"
"неки","301554063","relatively much but unspecified in amount or extent"
"неки","301552634","relatively many but unspecified in number"
"сваки","302269635","(used of count nouns) every one considered individually"
"колики","500000335","how much"
"колики","500000339","how (so) big"
"многи","301551633","a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number"
"многи","301552255","each of a large indefinite number"
"какав","500000341","what kind of"
"такав","500000343","that kind"
"такав","500000345","such kind"
"овакав","500000347","this kind"
"онакав","500000353","that kind (over there)"
"сав","302269286","quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class"
"сав","300515380","constituting the full quantity or extent; complete"
"што","500000355","what"
"ко","500000357","who"
"што","500000359","that"
"што","500000375","what; which; who"
"што","500000371","so many"
"што","500000373","so much"
"као","500000377","as"
"као","500000381","like"
"мајица","103595614","a close-fitting pullover shirt"
"одавно","400022401","of the distant or comparatively distant past"
"одавно","400166025","for an extended time or at a distant time"
"вратити","202310007","give back"
"вратити","201433159","make a return"
"вратити","202284951","pay back"
"вратити","202078294","bring back to the point of departure"
"вратити","201131473","hold back, as of a danger or an enemy; check the expansion or influence of"
"вратити","202004874","go or come back to place, condition, or activity where one has been before"
"вратити","200169298","be brought back to life, consciousness, or strength"
"враћати","202310007","give back"
"враћати","201433159","make a return"
"враћати","202284951","pay back"
"враћати","202078294","bring back to the point of departure"
"враћати","201131473","hold back, as of a danger or an enemy; check the expansion or influence of"
"враћати","202004874","go or come back to place, condition, or activity where one has been before"
"враћати","200169298","be brought back to life, consciousness, or strength"
"враћен","500000383","returned"
"ставити","201494310","put into a certain place or abstract location"
"ставити","202392762","place somebody in a particular situation or location"
"ставити","202333689","assign a location to"
"ставити","200050652","put clothing on one's body"
"стављати","201494310","put into a certain place or abstract location"
"стављати","202392762","place somebody in a particular situation or location"
"стављати","202333689","assign a location to"
"стављати","200050652","put clothing on one's body"
"стављен","302126430","situated in a particular spot or position"
"пажљив","300309021","exercising caution or showing care or attention"
"пажљив","301977488","cautiously attentive"
"пажљив","300638981","showing concern for the rights and feelings of others"
"пажљиво","400153568","taking care or paying attention"
"слати","201437254","to cause or order to be taken, directed, or transmitted to another place"
"слати","201031256","cause to be directed or transmitted to another place"
"слати","201951480","cause to go somewhere"
"послати","201437254","to cause or order to be taken, directed, or transmitted to another place"
"послати","201031256","cause to be directed or transmitted to another place"
"послати","201951480","cause to go somewhere"
"слан","302109448","caused or enabled to go or be conveyed or transmitted"
"слан","301073822","containing or filled with salt"
"слан","302132224","suggestive of sexual impropriety"
"боја","104956594","a visual attribute of things that results from the light they emit or transmit or reflect"
"боја","104674968","the appearance of objects (or light sources) described in terms of a person's perception of their hue and lightness (or brightness) and saturation"
"боја","103875218","a substance used as a coating to protect or decorate a surface (especially a mixture of pigment suspended in a liquid); dries to form a hard coating"
"боја","114985383","a usually soluble substance for staining or coloring e.g. fabrics or hair"
"боја","104351233","playing card in any of four sets of 13 cards in a pack; each set has its own symbol and color"
"изнад","500000385","above"
"изнад","500000387","over"
"између","500000389","between"
"између","500000391","among"
"трг","108619620","an open area at the meeting of two or more streets"
"трг","103722288","an area in a town where a public mercantile establishment is set up"
"трг","108619795","a public square with room for pedestrians"
"нула","113742358","a mathematical element that when added to another number yields the same number"
"испод","500000393","below"
"испод","500000395","under"
"испод","500000397","lower than"
"вино","107891726","fermented juice (of grapes especially)"
"вински","500000399","of or related to wine"
"мајмун","102484322","any of various long-tailed primates (excluding the prosimians)"
"мајмун","500000401","at symbol (@)"
"тачка","106843520","a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations"
"тачка","107009640","a subdivision of a play or opera or ballet"
"тачка","106892016","a short theatrical performance that is part of a longer program"
"тачка","106482401","a distinct part that can be specified separately in a group of things that could be enumerated on a list"
"тачка","108620061","the precise location of something; a spatially limited location"
"тачка","113911872","a very small circular shape"
"тачан","300914421","marked by strict and particular and complete accordance with fact"
"тачан","300631798","(of ideas, images, representations, expressions) characterized by perfect conformity to fact or truth ; strictly correct"
"тачан","300631391","free from error; especially conforming to fact or truth"
"тачан","302460502","consistent with fact or reality; not false"
"тачан","301900349","acting or arriving or performed exactly at the time appointed"
"тачан","301900630","according to schedule or without delay; on time"
"тачно","400158309","indicating exactness or preciseness"
"тачно","400203922","in an accurate manner"
"тачно","400204798","strictly correctly"
"тачнији","500000403","more accurate"
"тачнији","500000405","more exact"
"најтачнији","500000407","most accurate"
"најтачнији","500000409","most exact"
"где","500000411","where"
"где","500000413","how"
"где","500000415","where"
"где","500000417","how; that"
"одакле","500000419","from where"
"одакле","500000421","from where"
"ноћити","202652729","stay overnight"
"ноћивати","202652729","stay overnight"
"ноћење","500000425","overnight stay"
"боравити","202649600","reside temporarily"
"боравити","202648639","live (in a certain place)"
"боравак","101055360","a temporary stay (e.g., as a guest)"
"посао","100584367","the occupation for which you are paid"
"посао","100620752","productive work (especially physical work done for wages)"
"посао","100582388","the principal activity in your life that you do to earn money"
"посао","100586262","a job in an organization"
"посао","100575741","activity directed toward making or doing something"
"посао","101106808","the act of transacting within or between groups (as carrying on commercial activities)"
"посао","108061042","a commercial or industrial enterprise and the people who constitute it"
"посао","107966927","business concerns collectively"
"посао","101107359","transactions of professional or public interest"
"пословати","202413480","exert oneself by doing mental or physical work for a purpose or out of necessity"
"пословати","202415394","work lightly"
"пословати","201473346","do random, unplanned work or activities or spend time idly"
"пословати","202443849","direct or control; projects, businesses, etc."
"пословати","202445509","direct the course of; manage or control"
"пословање","101106808","the act of transacting within or between groups (as carrying on commercial activities)"
"послован","500000427","of or related to business"
"послован","300864461","actively engaged in paid work"
"послован","300839959","exhibiting methodical and systematic characteristics that would be useful in business"
"послован","301910114","not distracted by anything unrelated to the goal"
"нека","500000433","let him/her/them"
"нека","500000437","it's okay"
"нека","500000439","all right"
"да","500000441","yes"
"да","500000459","let me/us/there"
"да","500000461","I hope"
"да","500000443","that"
"да","500000445","in order to"
"да","500000447","to"
"да","500000449","if"
"да","500000451","who"
"да","500000453","than"
"да","500000463","what a"
"јавити","200873682","inform (somebody) of something"
"јавити","200831651","impart knowledge of some fact, state or affairs, or event to"
"јавити","200743344","be in or establish communication with"
"јавити","200897241","express greetings upon meeting someone"
"јавити","200719590","respond to a signal"
"јављати","200873682","inform (somebody) of something"
"јављати","200831651","impart knowledge of some fact, state or affairs, or event to"
"јављати","200743344","be in or establish communication with"
"јављати","200897241","express greetings upon meeting someone"
"јављати","200719590","respond to a signal"
"поћи","202009433","go away from a place"
"поћи","201848718","move away from a place into another direction"
"поћи","201835496","change location; move, travel, or proceed, also metaphorically"
"поћи","202014165","leave"
"поћи","200345761","take the first step or steps in carrying out an action"
"поћи","201864230","begin or set in motion"
"поћи","201995549","move ahead; travel onward in time or space"
"поћи","202488834","take in marriage"
"полазити","202009433","go away from a place"
"полазити","201848718","move away from a place into another direction"
"полазити","201835496","change location; move, travel, or proceed, also metaphorically"
"полазити","202014165","leave"
"полазити","200345761","take the first step or steps in carrying out an action"
"полазити","201864230","begin or set in motion"
"полазити","201995549","move ahead; travel onward in time or space"
"полазити","202488834","take in marriage"
"полазак","100042757","the act of departing"
"датум","115159583","the specified day of the month"
"датум","115159819","a particular day specified as the time something happens"
"датум","115160579","the particular day, month, or year (usually according to the Gregorian calendar) that an event occurred"
"одговорити","200815686","react verbally"
"одговорити","200719590","respond to a signal"
"одговорити","500000465","talk back"
"одговорити","500000467","talk somebody out of something"
"одговорити","202746017","be liable or accountable"
"одговорити","202702830","be agreeable or acceptable to"
"одговарати","200815686","react verbally"
"одговарати","200719590","respond to a signal"
"одговарати","500000465","talk back"
"одговарати","500000467","talk somebody out of something"
"одговарати","202746017","be liable or accountable"
"одговарати","202702830","be agreeable or acceptable to"
"одговор","106746005","a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation"
"одговор","107200527","the speech act of replying to a question"
"одговор","107199565","the speech act of continuing a conversational exchange"
"башта","103417345","a plot of ground where plants are cultivated"
"башта","103417749","a yard or lawn adjoining a house"
"башта","500000469","an open air restaurant"
"баштенски","500000471","of or related to a garden"
"пренос","100315986","the act of moving something from one location to another"
"пренос","101107932","transferring ownership"
"пренос","100121366","the act of sending a message; causing a message to be transmitted"
"пренос","107360647","an incident in which an infectious disease is transmitted"
"пренос","106254007","message that is transmitted by radio or television"
"пренос","104472243","the gears that transmit power from an automobile engine via the driveshaft to the live axle"
"кад","500000475","when"
"кад","500000477","if"
"кад","400021878","on certain occasions or in certain cases but not always"
"кад","400146387","at any time"
"имати","202203362","have or possess, either in a concrete or an abstract sense"
"имати","202204692","have ownership or possession of"
"имати","202630189","have as a feature"
"имати","202378453","have a personal or business relationship with someone"
"имати","200065639","undergo (as of injuries and illnesses)"
"имати","200065370","suffer from; be ill with"
"имати","202205098","have left"
"имати","500000479","be obliged to; have to"
"имати","200052374","be dressed in"
"икад","400146387","at any time"
"некад","400118869","on one occasion"
"некад","400021878","on certain occasions or in certain cases but not always"
"никад","400020759","not ever; at no time in the past or future"
"песма","107048000","a short musical composition with words"
"песма","106377442","a composition written in metrical feet forming rhythmical lines"
"слушати","202169891","hear with intention"
"слушати","202171039","listen and pay attention"
"слушати","202571901","pay close attention to; give heed to"
"послушати","202169891","hear with intention"
"послушати","202171039","listen and pay attention"
"послушати","202571901","pay close attention to; give heed to"
"слушање","100882159","the act of hearing attentively"
"послушан","301612053","dutifully complying with the commands or instructions of those in authority"
"себе","500000481","oneself"
"себе","500000483","itself"
"се","500000485","used to indicate reflexivity"
"се","500000487","used to indicate passivity"
"свој","500000489","one's own"
"свој","500000491","it's own"
"отићи","202009433","go away from a place"
"отићи","202015598","move out of or depart from"
"отићи","201848718","move away from a place into another direction"
"отићи","202014165","leave"
"одлазити","202009433","go away from a place"
"одлазити","202015598","move out of or depart from"
"одлазити","201848718","move away from a place into another direction"
"одлазити","202014165","leave"
"пешке","500000493","on foot"
"пити","201170052","take in liquids"
"пити","201171183","consume alcohol"
"пити","201172275","drink excessive amounts of alcohol; be an alcoholic"
"пити","202765464","suck or take up or in"
"пити","201539633","become imbued"
"пити","201175937","drink to the last drop"
"попити","201170052","take in liquids"
"попити","201171183","consume alcohol"
"попити","201172275","drink excessive amounts of alcohol; be an alcoholic"
"попити","202765464","suck or take up or in"
"попити","201539633","become imbued"
"попити","201175937","drink to the last drop"
"пијење","100843128","the act of consuming liquids"
"пијење","100748515","the act of drinking alcoholic beverages to excess"
"пиће","107885223","a single serving of a beverage"
"пиће","107881800","any liquid suitable for drinking"
"иза","500000495","behind"
"иза","500000497","after"
"испред","500000499","in front of"
"ћошак","103109486","the intersection of two streets"
"ћошак","103109881","an interior angle formed by two meeting walls"
"ћошак","108659993","the point where three areas or surfaces meet or intersect"
"марка","106855207","a symbol that is the result of printing or engraving"
"марка","106796119","a small adhesive token stuck on a letter or package to indicate that that postal fees have been paid"
"марка","105845140","a recognizable kind"
"марка","107998573","a type or class"
"марка","113688033","formerly the basic unit of money in Germany"
"страна","108649345","a place within a region identified relative to a center or reference location"
"страна","105551318","either the left or right half of a body"
"страна","108510666","a surface forming part of the outside of an object"
"страна","104213626","an extended outer surface of an object"
"страна","108649167","a line segment forming part of the perimeter of a plane figure"
"страна","108102282","a family line of descent"
"страна","104362025","the outer boundary of an artifact or a material layer constituting or resembling such a boundary"
"страна","108660339","the extended two-dimensional outer boundary of a three-dimensional object"
"страна","500000501","cardinal point (of the compass)"
"страна","106256697","one side of one leaf (of a book or magazine or newspaper or letter etc.) or the written or pictorial matter it contains"
"страна","105852553","an aspect of something (as contrasted with some other implied aspect)"
"рани","300812952","at or near the beginning of a period of time or course of events or before the usual or expected time"
"рани","300817424","being or occurring at an early stage of development"
"рани","300815000","uncommonly early or before the expected time"
"рано","400100681","during an early stage"
"рано","400100082","before the usual time or the time expected"
"ранији","300814611","(comparative and superlative of `early') more early than; most early"
"ранији","301729566","belonging to some prior time"
"ранији","301729819","(used especially of persons) of the immediate past"
"ранији","301727926","earlier than the present time; no longer current"
"најранији","300814611","(comparative and superlative of `early') more early than; most early"
"раније","400259096","comparatives of `soon' or `early'"
"раније","400060939","earlier in time; previously"
"раније","400118965","at a previous time"
"пре","500000503","before"
"пре","500000505","ago"
"пре","400060939","earlier in time; previously"
"уопште","400155621","usually; as a rule"
"уопште","400221583","without regard to specific details or exceptions"
"уопште","400007488","totally and definitely; without question"
"уопште","400008997","completely and without qualification; used informally as intensifiers"
"уопште","400056729","in the slightest degree or in any respect"
"не","500000507","not"
"не","500000509","no"
"приличан","300624026","large or relatively large in number or amount or extent or degree"
"приличан","302080937","about average; acceptable"
"прилично","400014285","to a great extent or degree"
"прилично","400018781","to a degree (not used with a negative)"
"важан","301275562","of great significance or value"
"важан","302161432","important in effect or meaning"
"важан","301830403","having authority or ascendancy or influence"
"важан","301539887","having or suggesting a consciousness of high position"
"важнији","500000511","more important"
"најважнији","500000513","most important"
"одлучити","200697589","reach, make, or come to a decision about something"
"одлучити","201186958","gradually deprive (infants and young mammals) of mother's milk"
"одлучити","200769553","make (someone) agree, understand, or realize the truth or validity of something"
"одлучивати","200697589","reach, make, or come to a decision about something"
"одлучивати","201186958","gradually deprive (infants and young mammals) of mother's milk"
"одлучивати","200769553","make (someone) agree, understand, or realize the truth or validity of something"
"одлучивање","105788149","the cognitive process of reaching a decision"
"миран","301922763","characterized by an absence or near absence of agitation or activity"
"миран","301918984","free of noise or uproar; or making little if any sound"
"миран","300529657","not agitated; without losing self-possession"
"мирно","400229399","with little or no sound"
"мирно","400070166","with low volume"
"мирно","400229568","with little or no activity or no agitation (`quiet' is a nonstandard variant for `quietly')"
"мирнији","500000515","more quiet"
"најмирнији","500000517","most quiet"
"примити","202210119","get something; come into possession of"
"примити","200522751","receive a specified treatment (abstract)"
"примити","202236124","receive willingly something given or offered"
"примити","200797697","give an affirmative reply to; respond favorably to"
"примити","202107248","register (perceptual input)"
"примити","202493511","have or give a reception"
"примити","200900583","bid welcome to; greet upon arrival"
"примити","201470225","express willingness to have in one's home or environs"
"примити","202700867","contain or hold; have within"
"примити","202109045","experience or feel or submit to"
"примити","202346895","choose and follow; as of theories, ideas, policies, strategies or plans"
"примити","202381726","take on titles, offices, duties, responsibilities"
"примити","201439190","take hold of so as to seize or restrain or stop the motion of"
"примати","202210119","get something; come into possession of"
"примати","200522751","receive a specified treatment (abstract)"
"примати","202236124","receive willingly something given or offered"
"примати","200797697","give an affirmative reply to; respond favorably to"
"примати","202107248","register (perceptual input)"
"примати","202493511","have or give a reception"
"примати","200900583","bid welcome to; greet upon arrival"
"примати","201470225","express willingness to have in one's home or environs"
"примати","202700867","contain or hold; have within"
"примати","202109045","experience or feel or submit to"
"примати","202346895","choose and follow; as of theories, ideas, policies, strategies or plans"
"примати","202381726","take on titles, offices, duties, responsibilities"
"примати","201439190","take hold of so as to seize or restrain or stop the motion of"
"примање","500000519","(verbal noun)"
"примање","113255145","the financial gain (earned or unearned) accruing over a given period of time"
"породица","108078020","a social unit living together"
"породица","107970406","primary social group; parents and children"
"породица","107970721","people descended from a common ancestor"
"породица","108107499","(biology) a taxonomic group containing one or more genera"
"породица","107997703","a collection of things sharing a common attribute"
"породичан","302940759","relating to or having the characteristics of a family"
"поседовати","202204692","have ownership or possession of"
"евро","113661820","the basic monetary unit of most members of the European Union (introduced in 1999); in 2002 twelve European nations (Germany, France, Belgium, Luxembourg, the Netherlands, Italy, Spain, Portugal, Ireland, Greece, Austria, Finland) adopted the euro as their basic unit of money and abandoned their traditional currencies"
"лоцирати","202333689","assign a location to"
"лоцирати","201494310","put into a certain place or abstract location"
"лоциран","302126430","situated in a particular spot or position"
"опремити","202339413","provide with (something) usually for a specific purpose"
"опремати","202339413","provide with (something) usually for a specific purpose"
"опремљен","301094049","provided or fitted out with what is necessary or useful or appropriate"
"опремљен","301096990","provided with whatever is necessary for a purpose (as furniture or equipment or authority)"
"опремљен","301844002","prepared with proper equipment"
"опремање","500000525","equipping or providing with equipment"
"опремање","101156899","the act of equiping with weapons in preparation for war"
"модеран","300972902","relating to a recently developed fashion or style"
"модеран","300414354","characteristic of present-day art and music and literature and architecture"
"модеран","301876261","ahead of the times"
"знаменитост","108624891","the position of a prominent or well-known object in a particular landscape"
"знаменитост","114437386","the state or quality of being widely honored and acclaimed"
"погодан","300604617","suited to your comfort or purpose or needs"
"погодан","301020885","meant or adapted for an occasion or use"
"погодан","300134701","suitable for a particular person or place or condition etc"
"погоднији","500000527","better suited"
"погоднији","500000529","more convenient"
"најпогоднији","500000531","best suited"
"најпогоднији","500000533","most convenient"
"туш","104208936","a plumbing fixture that sprays water over you"
"туш","100257580","washing yourself by standing upright under water sprayed from a nozzle"
"туш","104209613","booth for washing yourself, usually in a bathroom"
"туш","100695717","irrigation with a jet of water or medicated solution into or around a body part (especially the vagina) to treat infections or cleanse from odorous contents"
"туш","107471371","when a wrestler's shoulders are forced to the mat"
"туш","114917080","a black liquid ink used for printing or writing or drawing"
"туш","106889330","a gaudy outward display"
"амбасада","103282295","a diplomatic building where ambassadors live or work"
"стићи","202005948","reach a destination; arrive by movement or progress"
"стићи","202020590","reach a destination, either real or abstract"
"стићи","201155090","catch up with and possibly overtake"
"стићи","200347276","arrive at the point of"
"стићи","200345000","become of; happen to"
"стићи","202669789","be sufficient; be adequate, either in quality or quantity"
"стићи","500000535","become ready"
"стизати","202005948","reach a destination; arrive by movement or progress"
"стизати","202020590","reach a destination, either real or abstract"
"стизати","201155090","catch up with and possibly overtake"
"стизати","200347276","arrive at the point of"
"стизати","200345000","become of; happen to"
"стизати","202669789","be sufficient; be adequate, either in quality or quantity"
"стизати","500000535","become ready"
"Чешка","108757264","a landlocked republic in central Europe; separated from Slovakia in 1993"
"Чех","109699403","a native of inhabitant of the Czech Republic"
"Чех","109699200","a native or inhabitant of the former republic of Czechoslovakia"
"чешки","302961688","of or relating to Czechoslovakia or its people or their language"
"чак","400018043","in spite of; notwithstanding"
"чак","400017445","used as an intensive especially to indicate something unexpected"
"чак","400152066","to the goal"
"краљ","110231515","a male sovereign; ruler of a kingdom"
"краљ","103618219","one of the four playing cards in a deck bearing the picture of a king"
"краљ","103618101","(chess) the weakest but the most important piece"
"краљев","500000537","possessed by a king"
"краљевски","302789579","of or relating to or indicative of or issued or performed by a king or queen or other monarch"
"краљевски","302789798","established or chartered or authorized by royalty"
"краљевски","301592509","being of the rank of a monarch"
"краљевски","301591394","belonging to or befitting a supreme ruler"
"краљевски","300654685","invested with royal power as symbolized by a crown"
"краљица","110499355","a female sovereign ruler"
"краљица","110499857","the wife or widow of a king"
"краљица","104033425","one of four face cards in a deck bearing a picture of a queen"
"краљица","104033287","(chess) the most powerful piece"
"краљичин","500000539","possessed by a queen"
"краљевић","110472799","a male member of a royal family other than the sovereign (especially the son of a sovereign)"
"краљевна","110474064","a female member of a royal family other than the queen (especially the daughter of a sovereign)"
"краљевина","108558155","the domain ruled by a king or queen"
"краљевина","108591269","a country with a king as head of state"
"краљевина","108405603","a monarchy with a king or queen as head of state"
"успутан","500000541","on the way"
"успутан","300019731","easy to reach"
"успут","400171322","on a route to some place"
"успут","400166375","incidentally; in the course of doing something else"
"узгредан","300903264","not of prime or central importance"
"узгредан","300312234","hasty and without attention to detail; not thorough"
"узгредан","300331889","at or constituting a border or edge"
"узгред","400166375","incidentally; in the course of doing something else"
"узгред","400156222","introducing a different topic; in point of fact"
"ући","202016523","to come or go into"
"ући","202736259","be used or required for"
"ући","201082606","become a participant; be involved in"
"улазити","202016523","to come or go into"
"улазити","202736259","be used or required for"
"улазити","201082606","become a participant; be involved in"
"улазак","100049003","the act of entering"
"улаз","103290771","something that provides access (to get in or get out)"
"улаз","103573154","a component of production; something that goes into the production of output"
"улаз","107264820","signal going into an electronic system"
"улазни","500000543","input"
"улажење","107370125","a movement into or inward"
"улажење","100049003","the act of entering"
"последњи","301730329","immediately past"
"последњи","300127137","just preceding something else in time or order"
"последњи","301013961","being the last or concluding element of a series"
"последњи","301013279","coming after all others in time or space or degree or being the only one remaining"
"последњи","301010271","occurring at or forming an end or termination"
"последњи","300230076","lowest in rank or importance"
"сести","201984902","take a seat"
"сести","201970646","disappear beyond the horizon"
"сести","202016523","to come or go into"
"седати","201984902","take a seat"
"седати","201970646","disappear beyond the horizon"
"седати","202016523","to come or go into"
"седети","201543123","be seated"
"скоро","400073033","(of actions or states) slightly short of or not quite accomplished; all but"
"скоро","400033922","in the near future"
"скоро","400107416","in the recent past"
"више","400099712","comparative of much; to a greater degree or extent"
"више","500000545","higher"
"више","500000549","over; above"
"мање","400099868","comparative of little"
"најмање","500000551","least"
"најмање","400104661","if nothing else (`leastwise' is informal and `leastways' is colloquial)"
"висок","301210854","greater than normal in degree or intensity or amount"
"висок","302339120","standing above others in quality or position"
"висок","302385102","great in vertical dimension; high in stature"
"високо","400357139","in or to a high position, amount, or degree"
"виши","302100566","having a higher rank"
"виши","301211962","advanced in complexity or elaboration"
"виши","301211828","of education beyond the secondary level"
"виши","500000557","taller"
"највиши","500000553","highest"
"највиши","500000555","tallest"
"највише","400111609","used to form the superlative"
"највише","400006105","in large part; mainly or chiefly"
"највише","500000559","highest"
"много","400059086","to a great degree or extent"
"много","400059171","to a very great degree or extent"
"много","400032803","very"
"мање","500000563","minus (subtraction)"
"више","500000565","plus (addition)"
"гледати","202130524","perceive with attention; direct one's gaze towards"
"гледати","202150510","look attentively"
"гледати","202150948","see or watch"
"гледати","202128653","observe with attention"
"гледати","202131963","observe or determine by looking"
"гледати","202530167","make an effort or attempt"
"гледати","202531199","attempt by employing effort"
"гледати","202455407","follow with the eyes or the mind"
"гледати","202550296","provide care for"
"погледати","202130524","perceive with attention; direct one's gaze towards"
"погледати","202165304","throw a glance at; take a brief look at"
"погледати","202151966","be vigilant, be on the lookout or be careful"
"поглед","100877127","the act of directing the eyes toward something and perceiving it visually"
"поглед","100877625","a quick look"
"поглед","104679738","the feelings expressed on a person's face"
"поглед","105933246","the visual percept of a region"
"поглед","106208751","a way of regarding situations or topics etc."
"поглед","105933054","an instance of visual perception"
"поглед","105945642","a personal belief or judgment that is not founded on proof or certainty"
"поглед","105820170","(usually preceded by `in') a detail or point"
"леп","300217728","delighting the senses or exciting intellectual or emotional admiration"
"леп","301800764","(of weather) highly enjoyable"
"леп","300220082","pleasing by delicacy or grace; not imposing"
"леп","300218950","pleasing in appearance especially by reason of conformity to ideals of form and proportion"
"леп","301586342","pleasant or pleasing or agreeable in nature or appearance"
"леп","301372049","having or showing a tender and considerate and helpful nature; used especially of persons and their behavior"
"леп","301373314","having or showing a kindly or tender nature"
"леп","300624026","large or relatively large in number or amount or extent or degree"
"леп","301148283","enjoying or showing or marked by joy or pleasure"
"лепо","400187028","in a nice way"
"лепо","400004394","in a kind manner or out of kindness"
"лепо","400004967","absolutely; altogether; really"
"лепо","400015471","in a satisfactory or adequate manner"
"лепо","400059171","to a very great degree or extent"
"лепши","500000571","prettier"
"лепши","500000567","nicer"
"најлепши","500000573","prettiest"
"најлепши","500000575","nicest"
"прелеп","300219705","dazzlingly beautiful"
"прашума","108439022","an impenetrable equatorial forest"
"прашумски","500000589","of or related to a jungle"
"истина","113956488","conformity to reality or actuality"
"истина","400038013","in fact (used as intensifiers or sentence modifiers)"
"истина","400144722","definitely or positively (`sure' is sometimes used informally for `surely')"
"истинит","302460502","consistent with fact or reality; not false"
"истинит","301225398","expressing or given to expressing the truth"
"истинит","302465115","conforming to fact and therefore worthy of belief"
"истинит","300631798","(of ideas, images, representations, expressions) characterized by perfect conformity to fact or truth ; strictly correct"
"представљати","201688771","represent abstractly, for example in a painting, drawing, or sculpture"
"представљати","200988890","portray in words"
"представљати","201635432","imagine; conceive of; see in one's mind"
"представљати","200901103","cause to come to know personally"
"представљати","202699497","take the place of or be parallel or equivalent to"
"представљати","200836236","express indirectly by an image, form, or model; be a symbol"
"представљати","202541921","be representative or typical for"
"представљати","200013615","pretend to have certain qualities or state of mind"
"представљати","200757192","have the often specious appearance of being, intending, or claiming"
"представити","201688771","represent abstractly, for example in a painting, drawing, or sculpture"
"представити","200988890","portray in words"
"представити","201635432","imagine; conceive of; see in one's mind"
"представити","200901103","cause to come to know personally"
"представити","202699497","take the place of or be parallel or equivalent to"
"представити","200836236","express indirectly by an image, form, or model; be a symbol"
"представити","202541921","be representative or typical for"
"представити","200013615","pretend to have certain qualities or state of mind"
"представити","200757192","have the often specious appearance of being, intending, or claiming"
"змија","101726692","limbless scaly elongate reptile; some are venomous"
"змија","110615702","a deceitful or treacherous person"
"змија","104248010","something long, thin, and flexible that resembles a snake"
"змијин","500000591","possessed by a snake"
"змијски","500000593","of or related to a snake"
"цар","109987239","a male monarch or emperor (especially of Russia prior to 1917)"
"цар","110053004","the male ruler of an empire"
"царев","500000595","possessed by a czar"
"царски","302710043","of or relating to or characteristic of a czar"
"боа","101741943","any of several chiefly tropical constrictors with vestigial hind limbs"
"боа","101742172","very large boa of tropical America and West Indies"
"гутати","201201856","pass through the esophagus as part of eating or drinking"
"гутати","200799076","take back what one has said"
"гутати","200737352","keep from expressing"
"гутати","200601659","believe or accept without questioning or challenge"
"прогутати","201201856","pass through the esophagus as part of eating or drinking"
"прогутати","200799076","take back what one has said"
"прогутати","200737352","keep from expressing"
"прогутати","200601659","believe or accept without questioning or challenge"
"гутнути","201201856","pass through the esophagus as part of eating or drinking"
"гутнути","200799076","take back what one has said"
"гутнути","200737352","keep from expressing"
"гутнути","200601659","believe or accept without questioning or challenge"
"звер","100015388","a living organism characterized by voluntary movement"
"звер","500000597","wild animal"
"зверски","500000599","of or related to a wild animal"
"чаша","103438257","a container for holding liquids while drinking"
"чашица","104206225","a small glass adequate to hold a single swallow of whiskey"
"чашица","111691523","(botany) the whorl of sepals of a flower collectively forming the outer floral envelope or layer of the perianth enclosing and supporting the developing bud; usually green"
"чашица","105278395","a small flat triangular bone in front of the knee that protects the knee joint"
"чашица","114821590","a material such as glass or porcelain with negligible electrical or thermal conductivity"
"шпорет","104330340","a kitchen appliance used for cooking food"
"када","102808440","a relatively large open container that you fill with water and use to wash the body"
"зато","400294459","as a consequence"
"зато","500000611","because"
"зато","500000613","so that; in order to"
"пошта","108145553","a local branch where postal services are available"
"пошта","108463063","any particular collection of letters or packages that is delivered"
"пошта","106714552","(often used with `pay') a formal expression of esteem"
"поштански","302885934","of or relating to the system for delivering mail"
"пошто","500000617","how much (cost)"
